BIL,NAMA SYARIKAT,ALAMAT,KOD BENGKEL (BKA642J***J***),TARIKH SAH LAKU,KATEGORI,RUJ. SIJIL,NO TEL,EMAIL,SYARIKAT PERUNDING,JURUTERA PROFESIONAL,AKTIVITI BENGKEL,Negeri,Tempoh Sah
117,SCOMI COACH SDN. BHD,"Lot 795, Jalan Manorel, Sungai Choh,48000 Rawang, Selangor",BKA642B089J123,7-Mar-20,A,(20) JLD. 2,03-60998666,anirozila.daud@my.scomiengineering.com,TRANSAFE CONSULTING ENGINEER,IR. MD HISMA BIN HASHIM,"AKTIVITI:
1. Membina Badan Baru, Pembaikan Dan Pengubahsuaian Teknikal Bagi Semua Jenis Bas Sahaja.",Selangor,Tamat
118,SCOMI SPECIAL VEHICLE SDN BHD,"Lot 795, Jalan Manorel, Sungai Choh,48000 Rawang, Selangor",BKA642B090J123,6-Sep-19,A,(24) JLD. 154,03-61403391,N/A,ARZ CONSULTING ENGINEERS SDN BHD,IR. HJ ABDUL RAHMAN BIN HASHIM,"AKTIVITI:
1. Pembinaan Badan Baru, Pembaikan dan Pengubahsuaian Teknikal bagi Semua Jenis Lori Sampah.
2. Membina Semua Jenis Treler/Tanker Baru, Pembaikan Dan Pengubahsuaian Teknikal Bagi Semua Jenis Treler/Tanker Sahaja.
3. Pembinaan Badan Baru, Pembaik",Selangor,Tamat
119,SEA BRILLIANZ OTOMOBIL SDN BHD.,"Lot 723, Batu 5, Jalan Kapar, 42100 Klang, Selangor",BKA654B155J155,20-Dec-21,A,(14)Jld.28,03-33455600,rnacv@gmail.com,RNACV CONSULTANT,IR. AHMAD ZAINNIE BIN ABU HASSAN,"AKTIVITI:
1. Pembinaan Badan Baru, Pembaikan Dan Pengubahsuaian Teknikal Bagi Semua Jenis Lori, Pick-Up, Bas Dan Treler/Tanker Sahaja.
2. Pemasangan Kenderaan Baru Van, Pick-Up, Truck Dan Prime Mover, Kenderaan ""Electric Mini Buses"", Ëlectric Buses"", Ëlec",Selangor,Tamat
120,SERI ZENITH ENGINEERING SDN BHD,"PT. 14789, Jalan Kasuma 2/4, Kawasan Perindustrian Bandar Tasik Kesuma, 43700 Beranang, Selangor.",BKA654B091J151,29-Aug-22,A,(12)Jld.22,03-90749999,serizenith@yahoo.com,MIGHTY CONSUKTANR SDN BHD,IR. HJ ABDUL RAHMAN BIN HASHIM,"AKTIVITI:
1. Pembinaan Badan Baru, Pembaikan dan Pengubahsuaian Teknikal Bagi Semua Jenis Lori Sahaja.
2. Membina Semua Jenis Treler/Tanker Baru, Pembaikan Dan Pengubahsuaian Teknikal Bagi Semua Jenis Treler/Tanker Sahaja.",Selangor,Laku
121,SERI ZENITH SDN. BHD.,"Lot No 24, Seksyen 4, Jalan Balakong,Bt. 11,43200 Balakong, Selangor.",BKA642B092J123,1-Jun-16,A,(16)Jld. 123,03-90749999,serizenith@yahoo.com,PERUNDING BJM,IR. LOH THIM THAK,"AKTIVITI:
1. Pembinaan Badan Baru, Pembaikan dan Pengubahsuaian Teknikal Bagi Semua Jenis  Lori dan Traler Sahaja.
",Selangor,Tamat
122,SHAIFULZAIRUL AZIZ SDN BHD,"Lot 3066 Lorong Dato' Abu Bahar, Jalan Kuang, Batu 20, 48050 Rawang,Selangor D.E.",BKA654B093J142,7-Jul-23,A,(22)Jld.33,012-2357867,zairul298@gmail.com,TRANSAFE CONSULTING ENGINEER,IR. MD HISMA BIN HASHIM,"AKTIVITI:
1. Pembinaan Badan Baru, Pembaikan dan Pengubahsuaian Teknikal Bagi Semua Jenis Bas, Van, Lori, Drawbar Trailer Dan Motosikal Jenis ""Side Car"" Sahaja.",Selangor,Laku
123,SIEW MIN LORRY BODY BUILDER,"Pt 2396, Jalan Kampung Baru Sri Kundang, 48020 Rawang, Selangor Darul Ehsan.",BKA654B094J150,28-Jun-22,A,(10) Jld.20,03-60345127,siewminlorry@gmail.com,TRANSAFE CONSULTING ENGINEER,IR. MD HISMA BIN HASHIM,"AKTIVITI:
1. Pembinaan Badan Baru, Pembaikan dan Pengubahsuaian Teknikal Bagi Semua Jenis Lori Rigid Dan Luton/Box Sahaja.
2. Pengubahsuaian Wheelbase/Chassis Kenderaan (Shortening & Extension) Sahaja.",Selangor,Laku
124,SIN HONG WAH AUTO ENGINEERING WORKS SDN. BHD.,"MBK 369, Jalan Baru, Off Telok Gadung,(Jalan Mohd Yamin),41200 Klang, Selangor.",BKA654B095J156,28-Dec-22,A,(20)Jld. 28,03-33722929,singhongwah@yahoo.com,AKTIF PERUNDING SDN BHD,IR. SJAIFUL ANWAR BIN SJAMSUDDIN,"AKTIVITI:
1. Pembinaan Badan Baru, Pembaikan dan Pengubahsuaian Teknikal Bagi Semua Jenis Lori Rigid, Van, Treler Dan Tanker Sahaja.",Selangor,Laku
125,SINERGI IKRAM (M) SDN. BHD.,"No 4 Jalan TPP 5/7, Taman Perindustrian Puchong, 47100 Puchong Selangor.",BKA642B096J123,20-Jun-15,A,(14)Jld.113,03-80683929,info@sinergi.com.my,ARZ CONSULTING ENGINEERS SDN BHD,IR. HJ ABDUL RAHMAN BIN HASHIM,"AKTIVITI:
1. Pembinaan Badan Baru, Pembaikan dan Pengubahsuaian Teknikal Bagi Semua Jenis Lori Rigid Dan Bas Termasuk Kerja-kerja Pemasangan Peralatan Kenderaan Bomba Dan Ambulan Sahaja.",Selangor,Tamat
126,SKS COACHBUILDERS SDN. BHD.,"Lot 9238, Jalan Puchong-Kajang Batu 20,Kg. Pulau Meranti,47100 Puchong,Selangor",BKA654B097J166,20-Dec-23,A,(12)Jld. 40,03-80618122,mail@sksbus.com.my,DESATIC ENGINEERING SERVICE,IR. CHOW SEI YING,"AKTIVITI:
1. Pembinaan Badan Baru, Pembaikan dan Pengubahsuaian Teknikal Bagi Semua Jenis Bas, Lori dan Van Sahaja.",Selangor,Laku
127,SKS PERUSAHAAN SARA SDN. BHD.,"Lot 11184, Jalan Puchong-Kajang,Batu 20, Kg Pualau Meranti 47100 Puchong,Selangor",BKA642B098J123,6-Jan-18,A,(30)Jld. 139,03-80639501,N/A,PERUNDING TIMUR SDN BHD,IR. MOHD NAZARI BIN HJ. JAFFAR,"AKTIVITI:
1. Pembinaan Badan Baru, Pembaikan dan Pengubahsuaian Teknikal bagi Semua Jenis Bas, Lori dan Van Sahaja.
2. Menjalankan Aktiviti “Manufacturing And Assembly Of Trucks (G.V.M Not Exceeding 5 Tonnes) And (G.V.W Exceeding 20 Tonnes).",Selangor,Tamat
128,SMART AT SDN BHD.,"No. 10, Jalan Keluli 7/109, Seksyen 7, 40000 Shah Alam, Selangor.",BKA642B159J159,1-March-22,B,(12)Jld. 30,03-33582460,N/A,AKTIF PERUNDING SDN BHD,IR. SJAIFUL ANWAR BIN SJAMSUDDIN,"AKTIVITI:
1. Pembaikan dan Pengubahsuaian Teknikal Bagi Semua Jenis Ambulans Sahaja.",Selangor,Tamat
129,SMART COACH MANUFACTURER & SERVICE SDN BHD.,"Lot 1295, Jalan 11, Kampung Baru Ampang, 68000 Ampang, Selangor Darul Ehsan.",BKA654B166J166,20-December-23,A,(10)Jld. 40,019-9272888,smartcoach2888@gmail.com,FCC CONSULTING ENGINEER,DATO' IR. FOONG CHOY CHYE,"AKTIVITI:
1. Pembinaan Badan Baru, Pembaikan dan Pengubahsuaian Teknikal Bagi Semua Jenis Bas, Lori Dan Van Sahaja.",Selangor,Laku
130,SOO & SONS METAL WORKS SDN BHD.,"Lot 15, Jalan 13/6,46200 Petaling Jaya, Selangor.",BKA642B099J123,6-May-15,A,(04)Jld.113,03-79561498,N/A,PERUNDING TIMUR SDN BHD,IR. MOHD NAZARI BIN HJ. JAFFAR,"AKTIVITI:
1. Pembinaan Badan Baru, Pembaikan dan Pengubahsuaian Teknikal Bagi Semua Jenis Lori, Dan Decontrolled Sahaja.
2. Membina Semua Jenis Treler Baru, Pembaikan Dan Pengubahsuaian Teknikal Bagi Semua Jenis Treler Tersebut Sahaja.",Selangor,Tamat
131,SOON HENG MOTOR & COMMERCIAL TRUCK SDN BHD.,"Lot 7911, Jalan Pekan Subang, Kampung Baru Subang, Seksyen U6, 40150 Shah Alam, Selangor.",BKA655B134J165,30-Nov-23,B,(32)Jld.39,03-78590326,soonhengsubnag@gmail.com,MNFF ENGINEERING SERVICES,IR MUSTAFFA BIN TEK,"



AKTIVITI:
1. Pembaikan dan Pengubahsuaian Teknikal Bagi Semua Jenis Lori Rigid Dan Treler Sahaja.",Selangor,Laku
132,SOON HENG MOTOR & COMMERCIAL TRUCK SDN BHD.,"Lot 806, Jalan Kapar, Batu 3 1/2, 41200 Klang, Selangor Darul Ehsan.",BKA655B156J156,28-Dec-22,A,(24)Jld.28,03-78590325,soonhengsubnag@gmail.com,MNFF ENGINEERING SERVICES,IR MUSTAFFA BIN TEK,"AKTIVITI:
1. Pembinaan Badan Baru, Pembaikan dan Pengubahsuaian Teknikal Bagi Semua Jenis Lori Rigid Dan Treler Sahaja.",Selangor,Laku
133,SPV TECHNOLOGY SDN. BHD,"No. 11, Jalan Sejahtera 25/124,Axis Premier Ind. Park, Section 25,40400 Shah Alam, Selangor",BKA654B100J163,19-Sep-23,A,(06)Jld.36,03-51222488,spvtech2014@yahoo.com,PERUNDING GAGASAN PRIMA SDN BHD,IR. MOHD NAWI BIN SALLEH,"AKTIVITI:
1. Pembinaan Badan Baru, Pembaikan dan Pengubahsuaian Teknikal bagi Semua Jenis Lori Sahaja.
2. Membina Semua Jenis Treler/Tanker Baru, Pembaikan Dan Pengubahsuaian Teknikal Bagi Semua Jenis Treler/Tanker Sahaja.",Selangor,Laku
134,SSL LIAN MOTOR.,"Lot 12583, Bt 7 1/4, Jalan Ipoh, 68100 Selayang, Selangor",BKA654B141J150,28-Jun-22,A,(08)Jld.20,019-2168228,sslssllianmotrssl@hotmail.com,TRANSAFE CONSULTING ENGINEER,IR. MD HISMA BIN HASHIM,"AKTIVITI:
1. Pembinaan Badan Baru, Pembaikan dan Pengubahsuaian Teknikal bagi Semua Jenis Lori Rigid Decontrolled Sahaja.",Selangor,Laku
135,STEADY AUTO BODY MAKER SDN BHD,"LOT PT 17611, Jalan Pusat Serenti, Sengai Bakau, 48000 Rawang, Selangor.",BKA654B101J159,10-Mar-23,A,(14) Jld.30,010-2887870,steadyabm@yahoo.com,AKTIF PERUNDING SDN BHD,IR. SJAIFUL ANWAR BIN SJAMSUDDIN,"AKTIVITI:
1. Pembinaan Badan Baru, Pembaikan dan Pengubahsuaian Teknikal Bagi Semua Jenis Lori Dan Van Sahaja.
2. Membina Semua Jenis Treler Baru, Pembaikan Dan Pengubahsuaian Teknikal Bagi Semua Jenis Treler Sahaja.",Selangor,Laku
136,SUMMIT VEHICLES BODY WORKS SDN. BHD.,"PT 42684, Jalan Omboh 34/1, Off Jalan Bukit Kemuning, Seksyen 34,40470 Shah Alam, Selangor.",BKA642B102J123,14-Oct-11,A,(06)Jld.97,03-51627072,inquiry@svbw.com.my,BC TECH AVENUE,IR. SJAIFUL ANWAR BIN SJAMSUDDIN,"AKTIVITI:
1. Pembinaan Badan Baru, Pembaikan Dan Pengubahsuaian Teknikal Bagi Semua Jenis Lori Dan Box/Luton Van Sahaja.
2. Membina Semua Jenis Treler/Tanker Baru, Pembaikan Dan Pengubahsuaian Teknikal Bagi Semua Jenis Treler/Tanker Sahaja.",Selangor,Tamat
137,SWIFT LORRY BODY SERVICES,"Al 234, Kampung Baru Sungai Buloh, 47000 Sungai Buloh, Selangor Darul Ehsan.",BKA654B103J153,14-Oct-22,A,(24)JLD 25,03-62750278,swiftlorry@gmail.com,DESATIC ENGINEERING SERVICE,IR CHOW SEI YING,"AKTIVITI:
1. Pembinaan Badan Baru, Pembaikan Dan Pengubahsuaian Teknikal Bagi Semua Jenis Lori Rigid, Box/Luton, Van, Tipper  Dan Decontrolled Sahaj",Selangor,Laku
138,SYARIKAT MAKMUR ALAT-ALAT GANTI SDN BHD.,"No. 32, Jalan USJ 1/1, Taman Perindustrian USJ 1, 47620 Subang Jaya, Selangor.",BKA654B142J161,23-Jun-23,A,(16)JLD 33,03-92008919,makmurpc@gmail.com,TRANSAFE CONSULTING ENGINEER,IR. MD HISMA BIN HASHIM,"AKTIVITI:
1. Pembinaan Badan Baru, Pembaikan Dan Pengubahsuaian Teknikal Bagi Semua Jenis Lori Rigid Decontrolled Termasuk ""Fire Fighting Vehicles"" Dan Waste Compactor"" Sahaja.",Selangor,Laku
139,SYARIKAT PEMBEKALAN DAN PERKHIDMATAN LEZAN,"No 53A, Jalan TUDM, Kampung Baru Subang, 40150 Shah Alam, Selangor.",BKA655B104J162,28-Jul-23,A,(26)JLD 33,03-78471505,sykt.lezan@gmail.com,AAREC CONSULTANT,IR. AZHAN BIN AB RAHMAN,"AKTIVITI:
1. Pembinaan Badan Baru, Pembaikan Dan Pengubahsuaian Teknikal Bagi Semua Jenis Lori Rigid, Box/Luton, dan Van  Sahaja.
2. Membina Semua Jenis Treler Baru, Pembaikan Dan Pengubahsuaian Teknikal Bagi Semua Jenis Treler Sahaja.",Selangor,Laku
140,SYMPHONY MANUFACTURING & SERVICES SDN BHD,"No.9, Jalan Anggerik Mokara 31/56, Kota Kemuning, 40460 Shah Alam, Selangor",BKA642B105J123,18-Sep-19,A,(08)Jld. 155,03-51224199,info@symphony-mfg.com,TRANSAFE CONSULTING ENGINEER,IR. MD HISMA BIN HASHIM,"AKTIVITI:
1. Pembinaan Badan Baru, Pembaikan Dan Pengubahsuaian Teknikal Bagi Semua Jenis Lori Rigid Sahaja.
2. Membina Semua Jenis Treler/Tanker Baru, Pembaikan Dan Pengubahsuaian Teknikal Bagi Semua Jenis Treler/Tanker Sahaja.",Selangor,Tamat
141,SYNC R & D SDN BHD,"No. 22 & 22A, Jalan Seksyen 15/22, Tiong Nam Industrial Park 2, 40200 Shah Alam, Selangor.",BKA642B106J123,22-May-18,A,(26)Jld. 141,03-74905796,dinahd@sync-rnd.com,TRANSAFE CONSULTING ENGINEER,IR. MD HISMA BIN HASHIM,"AKTIVITI:
1. Memasang Bas Elektrik Baru Dan Pengubahsuai Teknikal Bagi Kenderaan Tersebut Sahaja. ",Selangor,Tamat
142,SYSTEM ENHANCEMENT RESOURCES TECHNOLOGIES SDN BHD,"No.1, Jalan Apollo U5/194, Bandar Pinggiran Subang, 40150 Shah Alam, Selangor",BKA654B107J147,2-Jan-22,A,(10)Jld. 18,03-78471501,aida@sertmy.com,TRANSAFE CONSULTING ENGINEER,IR. MD HISMA BIN HASHIM,"AKTIVITI:
1. Pembinaan Badan Baru, Pembaikan Dan Pengubahsuaian Teknikal Bagi Semua Jenis Kenderaan  Perdagangan Iaitu Kenderaan Rigid, Bas, Ambulan, Kenderaan Tentera Dan Bomba Sahaja.",Selangor,Tamat
143,TAN CHONG INDUSTRIAL EQUIPMENT SDN BHD.,"Lot 3, Jalan Perusahaan Satu, 68100 Batu Caves, Selangor",BKA654B139J166,13-Feb-24,A,(32)Jld. 40,03-61899832,teckming.say@tanchonggroup.com,MNFF ENGINEERING SERVICES,IR MUSTAFFA BIN TEK,"type here

AKTIVITI:
1. Pembinaan Badan Baru, Pembaikan Dan Pengubahsuaian Teknikal Bagi Semua Jenis Lori Rigid Sahaja.
2. 2. Pembaikan Dan Pengubahsuaian Teknikal Bagi Semua Jenis Bas.",Selangor,Laku
144,TECHCHERY ENGINEERING SDN BHD.,"AL 169, Jalan Welfare, Sungai Buloh New Village, 47000 Sungai Buloh, Selangor.",BKA654B134J163,9-Oct-23,A,(02)Jld. 35,03-6158848,lianhup5159@yahoo.com,TRANSAFE CONSULTING ENGINEER,IR. MD HISMA BIN HASHIM,"AKTIVITI:
1. Pembinaan Badan Baru, Pembaikan Dan Pengubahsuaian Teknikal Bagi Semua Jenis Lori Rigid  Decontrolled Sahaja.",Selangor,Laku
145,TENAGA ULUNG SDN BHD,No 13 Jalan KPK 1/7 Kundang Industrial Park Kundang Jaya 48020 Rawang Selangor,BKA642B108J123,14-Mar-15,C,(10) Jld.111,,,EPSILON ENGINEERING SERVICES,IR. MOHD NASEER BIN ISRAIL,,Selangor,Tamat
146,TERRA EQUIP SDN BHD.,"No 9, Jalan Lengkuk Teluk Batu 36/3, Off Jalan Kebun, AMJ Industrial Park Seksyen 36, 40470 Shah Alam, Selangor Darul Ehsan.",BKA654B145J145,31-Jul-20,A,(14)Jld. 11,03-51674166,terraquipsdnbhd,AAREC CONSULTANT,IR. AZHAN BIN AB RAHMAN,"AKTIVITI:
1. Pembinaan Badan Baru, Pembaikan Dan Pengubahsuaian Teknikal Bagi Semua Jenis Lori Rigid Decontrolled, Van, Ambulans Dan Drawbar Treler Sahaja.",Selangor,Tamat
147,TERUS MAJU SERVICES SDN BHD,"No.29 Jalan P4/6, Bandar Teknologi Kajang, 43500 Semenyih, Selangor",BKA654B109J154,18-Nov-22,A,(32)Jld. 31,03-87235131,marketing1@terusmaju.com.my,DIMD AUTOMOTIF CONSULTANT,DATO IR. HJ. MOHAMAD BIN DALID,"AKTIVITI:
1. Pembinaan,Pembaikan Dan Pengubahsuaian  Badan Baru Bagi Semua Jenis Bas Sahaja.
2. Pembinaan,Pembaikan Dan Pengubahsuaian  Badan Baru Bagi Semua Jenis Kenderaan Perdagangan Sahaja.
3. Pembinaan,Pembaikan Dan Pengubahsuaian  Badan Baru Bagi Se",Selangor,Laku
148,TIMING VEHICLE SERVICES.,"Lot 5211, Batu 12,Jalan Balakong,43300 Kajang, Selangor.",BKA654B110J153,11-Oct-22,A,(26)JLD.25,03-89613836,timingvehicle@live.com,DESATIC ENGINEERING SERVICE,IR CHOW SEI YING,"AKTIVITI:
1. Pembinaan Badan Baru, Pembaikan Dan Pengubahsuaian Teknikal Bagi Semua Jenis Lori, Luton/Box Dan  Refrigerated Sahaja.
2. Menjalankan Kerja-Kerja Pembaikan Dan Pengubahsuaian Teknikal Bagi Treler Sahaja.",Selangor,Laku
149,TJY ENGINEERING SDN BHD.,"No.23, Jalan Meru Indah 19, Taman perindustrian Meru Indah, 42200 Kapar Klang, Selangor.",BKA654B111J140,10-Mar-21,A,(22)JLD.7,03-33920648,N/A,FCC CONSULTING ENGINEER,DATO' IR. FOONG CHOY CHYE,"AKTIVITI:
1. Pembinaan Badan Baru, Pembaikan Dan Pengubahsuaian Teknikal Bagi Semua Jenis Lori Rigid Sahaja.
2. Menjalankan Kerja-Kerja Pembaikan Dan Pengubahsuaian Teknikal Bagi Treler Dan Tanker Sahaja.",Selangor,Tamat
150,TNG TRUCKS SDN BHD.,"Lot PT 1732, Batu 23, Jalan Batu Arang, Kampung Sungai Bakau, 48000 Rawang, Selangor.",BKA654B112J164,3-Oct-23,A,(10)JLD.37,03-60913854,N/A,TRANSAFE CONSULTING ENGINEER,IR. MD HISMA BIN HASHIM,"AKTIVITI:
1. Pembinaan Badan Baru, Pembaikan Dan Pengubahsuaian Teknikal Bagi Semua Jenis Lori Sahaja.
2. Pembaikan Dan Pengubahsuaian Teknikal Bagi Semua Jenis Jenset Dan Jentera Berat.",Selangor,Laku
151,TREE MOVEMENT MALAYSIA SDN BHD.,"No. 8, Jalan Taming Jaya, Taman Taming Jaya, 43300 Balakong, Selangor.",BKA654B113J146,26-Aug-21,C,(08)JLD.13,03-89611881,tony.yap@treelekrik.com,TRANSAFE CONSULTING ENGINEER,IR. MD HISMA BIN HASHIM,"AKTIVITI:
1. Memasang Motosikal & Scooter Letrik Berkapasiti 60V 30 Ah Ke 84V 50 AH.",Selangor,Tamat
152,TROPICSTAR (M) SDN. BHD.,"No. AL 54, Kampung Baru Sungai Buluh, Sg Buloh, 47000 Shah Alam, Selangor.",BKA654B114J154,8-Dec-22,A,(24)JLD. 27,03-61567617,tropicstar_88@yahoo.com,AKTIF PERUNDING SDN BHD,IR. SJAIFUL ANWAR BIN SJAMSUDDIN,"AKTIVITI:
1. Pembinaan Badan Baru, Pembaikan Dan Pengubahsuaian Teknikal Bagi Semua Jenis Lori, Luton/Box Van Dan Refrigerated Box Van Sahaja.",Selangor,Laku
153,TRUCKNET MACHINERY TRADING SDN BHD.,"Lot 38, Persiaran, Taman Industri Intergrasi, Rawang 1, Rawang Intergrated Park, 48000 Rawang, Selangor.",BKA654B144J156,28-Dec-21,A,(22)JLD. 28,03-60922177,trucknet777@hotmail.com,DIMD AUTOMOTIF CONSULTANT,DATO IR. HJ. MOHAMAD BIN DALID,"AKTIVITI:
1. Pembinaan Badan Baru, Pembaikan Dan Pengubahsuaian Teknikal Bagi Semua Jenis Lori Rigid, Treler, Tanker Dan Pick Up Sahaja.
2. Pemasangan Secara CKD Kenderaan Perdagangan Termasuk Van, Bas, Dan Kontena Merujuk Kepada Lesen Pengilang MITI.",Selangor,Laku
154,TRUCKQUIP SDN. BHD.,"Lot No. 3, Jalan Perusahaan Satu,68100 Batu Caves, Selangor.",BKA654B115J159,1-Mar-23,A,(10)Jld.30,03-61899832,tecming.say@tanchonggroup.com,AKTIF PERUNDING SDN BHD,IR. SJAIFUL ANWAR BIN SJAMSUDDIN,"AKTIVITI:
1. Pembinaan Badan Baru, Pembaikan dan Pengubahsuaian Teknikal Bagi Semua Jenis Lori Rigid Sahaja.
",Selangor,Laku
155,TRUCKQUIP SDN. BHD.,"Lot 3, Jalan 6/3, Kawasan Perusahaan Seri Kembangan, 43300 Seri Kembangan, Selangor",BKA654B116J164,3-Oct-23,A,(08) Jld.37,03-82105288,mohdfakri.ramli@tanchonggroup.com,MNFF ENGINEERING SERVICES,IR MUSTAFFA BIN TEK,"AKTIVITI:
1. Pembinaan Badan Baru, Pembaikan Dan Pengubahsuaian Teknikal Bagi Semua Jenis Kenderaan Rigid 
2. Membina Semua Jenis Treler/Tanker Baru Dan Bas Pembaikan Dan Pengubahsuaian Teknikal Bagi Semua Jenis Treler/Tanker Dan Bas Tersebut Sahaja.",Selangor,Laku
156,ULTRA EFEKTIF SDN. BHD.,"No 247 Jalan Sungai Buloh, Subang New Village, 40150 Shah Alam, Selangor.",BKA654B117J159,15-May-23,A,(42)Jld.31,03-78473901,contact@ultraefektif.com,FCC CONSULTING ENGINEER,DATO' IR. FOONG CHOY CHYE,"AKTIVITI:
1. Pembinaan Badan Baru, Pembaikan dan Pengubahsuaian Teknikal Bagi Semua Jenis Lori Sahaja.
2. Pembinaan Badan Baru, Pembaikan dan Pengubahsuaian Teknikal Bagi Semua Jenis Treler Dan Tanker Sahaja.",Selangor,Laku
157,UMW EQUIPMENT SDN BHD.,"No. 3, Jalan Utas 15/7, Seksyen 15, 40915 Shah Alam, Selangor.",BKA654B153J163,19-Sep-23,A,(08)Jld.36,03-51633703,mahendran.govindasami@umw.com.my,TRANSAFE CONSULTING ENGINEER,IR. MD HISMA BIN HASHIM,"AKTIVITI:
1. Pembinaan Badan Baru, Pembaikan dan Pengubahsuaian Teknikal Bagi Semua Jenis Kenderaan Lori Rigd, Pick-Ip Dan Jentera Berat Sahaja.",Selangor,Laku
158,VS AUTOMOTIVE (M) SDN BHD.,"Lot 1899, PT 15016, Jalan Besar, Perodua, Kawasan Perindustrian Sungai Choah, 48000 Rawang, Selangor.",BKA654B127J162,24-Sep-23,A,(20)Jld.33,03-60939393,vs_autoservice@yaho.com,AKTIF PERUNDING SDN BHD,IR. SJAIFUL ANWAR BIN SJAMSUDDIN,"AKTIVITI:

1. Pembinaan Badan Baru, Pembaikan dan Pengubahsuaian Teknikal Bagi Semua Jenis Lori Sahaja.",Selangor,Laku
159,WARISAN PUSTAKA SDN. BHD.,"PT 36897, Jalan Selat Selatan 16,Taman Perindustrian Pandamaran,42000 P.Klang, Selangor D.E.",BKA654B118J151,17-Aug-22,A,(26)Jld.22,03-31663304,warisanpustaka@yahoo.com,TRANSAFE CONSULTING ENGINEER,IR. MD HISMA BIN HASHIM,"AKTIVITI:
1. Pembinaan Badan Baru, Pembaikan Dan Pengubahsuaian Teknikal Bagi Semua Jenis Lori Rigid Dan  Box/Luton Sahaja.
2. Membina Semua Jenis Treler/Tanker Baru, Pembaikan Dan Pengubahsuaian Teknikal Bagi Semua Jenis Treler/Tanker Sahaja.",Selangor,Laku
160,WAWASAN BAKTI TEGUH SDN BHD.,"Lot 3C, Jalan 51A/223A, Off Jalan Utara, Kawasan perindustrian Petaling (51A), 46100 petaling Jaya, Selangor Darul Ehsan.",BKA654B162J162,1-Jul-22,B,(30)Jld.33,014-3162413,procument@wawasanbaktiteguh.com,TRANSAFE CONSULTING ENGINEER,IR. MD HISMA BIN HASHIM,"AKTIVITI:
1. Pembaikan Dan Pengubahsuaian Teknikal Bagi Semua Jenis Kenderaan Rigid Sahaja.",Selangor,Laku
161,YAP PUN TRANSTECH (M) SDN. BHD.,"Lot 1865, Jalan Kolej,43300 Seri Kembangan, Selangor D.E.",BKA654B119J156,13-Jan-23,A,(06) JLD 29,03-89482693,yappuntrantech@hotmail.com,AKTIF PERUNDING SDN BHD,IR. SJAIFUL ANWAR BIN SJAMSUDDIN,"AKTIVITI:
1. Pembinaan Badan Baru, Pembaikan Dan Pengubahsuaian Teknikal Bagi Semua Jenis Lori Rigid, Box/Luton Van Sahaja.
2. Membina Semua Jenis Treler Baru, Pembaikan Dan Pengubahsuaian Teknikal Bagi Semua Jenis Treler Sahaja.",Selangor,Laku
162,YEE HUP COACH SDN BHD,"Lot 1265,Jalan Batu Bata,Off Jalan Bukit Kemuning,Sek.34,40470 Shah Alam,Selangor",BKA642B120J123,1-Aug-14,A,(6)Jld. 105,03-51215677,yhcoach@streamyx.com,PERUNDING TIMUR SDN BHD,IR. MOHD NAZARI BIN HJ. JAFFAR,"AKTIVITI:
1. Pembinaan Badan Baru, Pembaikan dan Pengubahsuaian Teknikal Bagi Semua Jenis Bas Dan Van Sahaja.",Selangor,Tamat
163,YIE SOON COACH BUILDER.,"Lot 4695, Kampong Mahkota,Sungai Tua,68100 Batu Caves, Selangor.",BKA654B121J166,28-Jun-24,A,(20) Jld. 42,03-61868529,yiesoon7883@gmail.com,PERUNDING USAHA KUKUH,IR ABDUL HADIE BIN ABDULLAH,"AKTIVITI:
1. Pembinaan Badan Baru, Pembaikan Dan Pengubahsuaian Teknikal Bagi Semua Jenis Lori Rigid, Box/Luton, Refrigerated Box, Treler Dan Tanker Sahaja.",Selangor,Laku
164,Y & L TRUCK & HEAVY EQUIPMENT SDN BHD.,"Lot 33131, Jalan KB 2/15, Kampung Baru Balakong, 43300 Balakong, Selangor.",BKA654B137J166,14-Jan-24,A,(34)Jld.40,03-89641055,admin@ylmetal.com.my,PERUNDING USAHA KUKUH,IR ABDUL HADIE BIN ABDULLAH,"AKTIVITI:
1. Pembinaan Badan Baru, Pembaikan Dan Pengubahsuaian Teknikal Bagi Semua Jenis Lori Rigid Dan Treler Tersebut Sahaja.",Selangor,Laku
165,YONMING AUTO & INDUSTRIAL PARTS (P.Klang) SDN BHD,"Lot 40778, Lorong Gerudi 1, Off Jalan Pelabuhan Utara, 42000 Pelabuhan Klang, Selangor",BKA654B122J154,14-Dec-22,B,(04) Jld. 28,03-31663880,ymkg@yonming.com,FCC CONSULTING ENGINEER,DATO' IR. FOONG CHOY CHYE,"AKTIVITI:
1. Pembinaan Badan Baru, Pembaikan Dan Pengubahsuaian Teknikal Bagi Semua Jenis Kenderaan Rigid, Penggerak Utama, Trailer/Tanker, Jentera Berat Dan Bas Sahaja.",Selangor,Laku
